,,Message,Target
Yelp,733,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1
Yelp,734,"Probably never coming back, and wouldn't recommend it.",0
Yelp,735,"Friend's pasta -- also bad, he barely touched it.",0
Yelp,736,"Try them in the airport to experience some tasty food and speedy, friendly service.",1
Yelp,737,I love the decor with the Chinese calligraphy wall paper.,1
Yelp,738,Never had anything to complain about here.,1
Yelp,739,The restaurant is very clean and has a family restaurant feel to it.,1
Yelp,740,It was way over fried.,0
Yelp,741,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0
Yelp,742,"When I opened the sandwich, I was impressed, but not in a good way.",0
Yelp,743,Will not be back!,0
Yelp,744,There was a warm feeling with the service and I felt like their guest for a special treat.,1
Yelp,745,An extensive menu provides lots of options for breakfast.,1
Yelp,746,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1
Yelp,747,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0
Yelp,748,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1
Yelp,749,"I got to enjoy the seafood salad, with a fabulous vinegrette.",1
Yelp,750,"The wontons were thin, not thick and chewy, almost melt in your mouth.",1
Yelp,751,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1
Yelp,752,We were sat right on time and our server from the get go was FANTASTIC!,1
Yelp,753,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0
Yelp,754,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1
Yelp,755,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0
Yelp,756,This is a GREAT place to eat!,1
Yelp,757,The jalapeno bacon is soooo good.,1
Yelp,758,The service was poor and thats being nice.,0
Yelp,759,"Food was good, service was good, Prices were good.",1
Yelp,760,The place was not clean and the food oh so stale!,0
Yelp,761,"The chicken dishes are OK, the beef is like shoe leather.",0
Yelp,762,But the service was beyond bad.,0
Yelp,763,"I'm so happy to be here!!!""",1
Yelp,764,Tasted like dirt.,0
Yelp,765,One of the few places in Phoenix that I would definately go back to again .,1
Yelp,766,The block was amazing.,1
Yelp,767,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1
Yelp,768,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1
Yelp,769,My sashimi was poor quality being soggy and tasteless.,0
Yelp,770,Great time - family dinner on a Sunday night.,1
Yelp,771,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0
Yelp,772,"What did bother me, was the slow service.",0
Yelp,773,The flair bartenders are absolutely amazing!,1
Yelp,774,Their frozen margaritas are WAY too sugary for my taste.,0
Yelp,775,These were so good we ordered them twice.,1
Yelp,776,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0
Yelp,777,My girlfriend's veal was very bad.,0
Yelp,778,"Unfortunately, it was not good.",0
Yelp,779,I had a pretty satifying experience.,1
Yelp,780,Join the club and get awesome offers via email.,1
Yelp,781,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1
Yelp,782,Bland and flavorless is a good way of describing the barely tepid meat.,0
Yelp,783,"The chains, which I'm no fan of, beat this place easily.",0
Yelp,784,The nachos are a MUST HAVE!,1
Yelp,785,We will not be coming back.,0
Yelp,786,"I don't have very many words to say about this place, but it does everything pretty well.",1
Yelp,787,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1
Yelp,788,"Great atmosphere, friendly and fast service.",1
Yelp,789,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1
Yelp,790,Once your food arrives it's meh.,0
Yelp,791,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0
Yelp,792,The classic Maine Lobster Roll was fantastic.,1
Yelp,793,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0
Yelp,794,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1
Yelp,795,"The chips and salsa were really good, the salsa was very fresh.",1
Yelp,796,This place is great!!!!!!!!!!!!!!,1
Yelp,797,Mediocre food.,0
Yelp,798,Once you get inside you'll be impressed with the place.,1
Yelp,799,I'm super pissd.,0
Yelp,800,And service was super friendly.,1
Yelp,801,Why are these sad little vegetables so overcooked?,0
Yelp,802,This place was such a nice surprise!,1
Yelp,803,They were golden-crispy and delicious.,1
Yelp,804,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0
Yelp,805,I could eat their bruschetta all day it is devine.,1
Yelp,806,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0
Yelp,807,"Lastly, the mozzarella sticks, they were the best thing we ordered.",1
Yelp,808,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1
Yelp,809,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0
Yelp,810,The service was terrible though.,0
Yelp,811,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0
Yelp,812,It was packed!!,0
Yelp,813,I love this place.,1
Yelp,814,I can say that the desserts were yummy.,1
Yelp,815,The food was terrible.,0
Yelp,816,The seasonal fruit was fresh white peach puree.,1
Yelp,817,It kept getting worse and worse so now I'm officially done.,0
Yelp,818,This place should honestly be blown up.,0
Yelp,819,But I definitely would not eat here again.,0
Yelp,820,Do not waste your money here!,0
Yelp,821,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1
Yelp,822,The crêpe was delicate and thin and moist.,1
Yelp,823,Awful service.,0
Yelp,824,Won't ever go here again.,0
Yelp,825,Food quality has been horrible.,0
Yelp,826,For that price I can think of a few place I would have much rather gone.,0
Yelp,827,The service here is fair at best.,0
Yelp,828,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0
Yelp,829,Do yourself a favor and stay away from this dish.,0
Yelp,830,Very poor service.,0
Yelp,831,No one at the table thought the food was above average or worth the wait that we had for it.,0
Yelp,832,"Best service and food ever, Maria our server was so good and friendly she made our day.",1
Yelp,833,They were excellent.,1
Yelp,834,I paid the bill but did not tip because I felt the server did a terrible job.,0
Yelp,835,Just had lunch here and had a great experience.,1
Yelp,836,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0
Yelp,837,Food is way overpriced and portions are fucking small.,0
Yelp,838,I recently tried Caballero's and I have been back every week since!,1
Yelp,839,"for 40 bucks a head, i really expect better food.",0
Yelp,840,The food came out at a good pace.,1
Yelp,841,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1
Yelp,842,I won't be back.,0
Yelp,843,We could not believe how dirty the oysters were!,0
Yelp,844,This place deserves no stars.,0
Yelp,845,I would not recommend this place.,0
Yelp,846,"In fact I'm going to round up to 4 stars, just because she was so awesome.",1
Yelp,847,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0
Yelp,848,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0
Yelp,849,the potatoes were great and so was the biscuit.,1
Yelp,850,I probably would not go here again.,0
Yelp,851,So flavorful and has just the perfect amount of heat.,1
Yelp,852,The price is reasonable and the service is great.,1
Yelp,853,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0
Yelp,854,My fella got the huevos rancheros and they didn't look too appealing.,0
Yelp,855,"Went in for happy hour, great list of wines.",1
Yelp,856,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1
Yelp,857,I probably won't be coming back here.,0
Yelp,858,Worst food/service I've had in a while.,0
Yelp,859,"This place is pretty good, nice little vibe in the restaurant.",1
Yelp,860,Talk about great customer service of course we will be back.,1
Yelp,861,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0
Yelp,862,I love their fries and their beans.,1
Yelp,863,Always a pleasure dealing with him.,1
Yelp,864,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1
Yelp,865,This place is awesome if you want something light and healthy during the summer.,1
Yelp,866,"For sushi on the Strip, this is the place to go.",1
Yelp,867,"The service was great, even the manager came and helped with our table.",1
Yelp,868,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0
Yelp,869,"I started this review with two stars, but I'm editing it to give it only one.",0
Yelp,870,this is the worst sushi i have ever eat besides Costco's.,0
Yelp,871,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1
Yelp,872,My boyfriend and i sat at the bar and had a completely delightful experience.,1
Yelp,873,Weird vibe from owners.,0
Yelp,874,There was hardly any meat.,0
Yelp,875,I've had better bagels from the grocery store.,0
Yelp,876,Go To Place for Gyros.,1
Yelp,877,"I love the owner/chef, his one authentic Japanese cool dude!",1
Yelp,878,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0
Yelp,879,I found a six inch long piece of wire in my salsa.,0
Yelp,880,"The service was terrible, food was mediocre.",0
Yelp,881,We definately enjoyed ourselves.,1
Yelp,882,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0
Yelp,883,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0
Yelp,884,I had about two bites and refused to eat anymore.,0
Yelp,885,The service was extremely slow.,0
Yelp,886,"After 20 minutes wait, I got a table.",0
Yelp,887,Seriously killer hot chai latte.,1
Yelp,888,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0
Yelp,889,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1
Yelp,890,Their rotating beers on tap is also a highlight of this place.,1
Yelp,891,Pricing is a bit of a concern at Mellow Mushroom.,0
Yelp,892,Worst Thai ever.,0
Yelp,893,If you stay in Vegas you must get breakfast here at least once.,1
Yelp,894,I want to first say our server was great and we had perfect service.,1
Yelp,895,The pizza selections are good.,1
Yelp,896,"I had strawberry tea, which was good.",1
Yelp,897,Highly unprofessional and rude to a loyal patron!,0
Yelp,898,"Overall, a great experience.",1
Yelp,899,Spend your money elsewhere.,0
Yelp,900,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1
Yelp,901,The Buffet at Bellagio was far from what I anticipated.,0
Yelp,902,"And the drinks are WEAK, people!",0
Yelp,903,-My order was not correct.,0
Yelp,904,"Also, I feel like the chips are bought, not made in house.",0
Yelp,905,After the disappointing dinner we went elsewhere for dessert.,0
Yelp,906,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1
Yelp,907,We won't be returning.,0
Yelp,908,This is my new fav Vegas buffet spot.,1
Yelp,909,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0
Yelp,910,"Very, very sad.",0
Yelp,911,"i felt insulted and disrespected, how could you talk and judge another human being like that?",0
Yelp,912,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0
Yelp,913,I'm not impressed with the concept or the food.,0
Yelp,914,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0
Yelp,915,"There is really nothing for me at postinos, hope your experience is better",0
Yelp,916,I got food poisoning here at the buffet.,0
Yelp,917,They brought a fresh batch of fries and I was thinking yay something warm but no!,0
Yelp,918,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0
Yelp,919,"Needless to say, I won't be going back anytime soon.",0
Yelp,920,This place is disgusting!,0
Yelp,921,"Every time I eat here, I see caring teamwork to a professional degree.",1
Yelp,922,The RI style calamari was a joke.,0
Yelp,923,"However, there was so much garlic in the fondue, it was barely edible.",0
Yelp,924,"I could barely stomach the meal, but didn't complain because it was a business lunch.",0
Yelp,925,"It was so bad, I had lost the heart to finish it.",0
Yelp,926,It also took her forever to bring us the check when we asked for it.,0
Yelp,927,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0
Yelp,928,Disappointing experience.,0
Yelp,929,"The food is about on par with Denny's, which is to say, not good at all.",0
Yelp,930,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0
Yelp,931,WAAAAAAyyyyyyyyyy over rated is all I am saying.,0
Yelp,932,We won't be going back.,0
Yelp,933,The place was fairly clean but the food simply wasn't worth it.,0
Yelp,934,This place lacked style!!,0
Yelp,935,"The sangria was about half of a glass wine full and was $12, ridiculous.",0
Yelp,936,Don't bother coming here.,0
Yelp,937,"The meat was pretty dry, I had the sliced brisket and pulled pork.",0
Yelp,938,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0
Yelp,939,It was equally awful.,0
Yelp,940,Probably not in a hurry to go back.,0
Yelp,941,very slow at seating even with reservation.,0
Yelp,942,Not good by any stretch of the imagination.,0
Yelp,943,The cashew cream sauce was bland and the vegetables were undercooked.,0
Yelp,944,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0
Yelp,945,"It was a bit too sweet, not really spicy enough, and lacked flavor.",0
Yelp,946,I was VERY disappointed!!,0
Yelp,947,This place is horrible and way overpriced.,0
Yelp,948,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0
Yelp,949,It wasn't busy at all and now we know why.,0
Yelp,950,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0
Yelp,951,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0
Yelp,952,Con: spotty service.,0
Yelp,953,"The fries were not hot, and neither was my burger.",0
Yelp,954,But then they came back cold.,0
Yelp,955,"Then our food came out, disappointment ensued.",0
Yelp,956,The real disappointment was our waiter.,0
Yelp,957,My husband said she was very rude... did not even apologize for the bad food or anything.,0
Yelp,958,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0
Yelp,959,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0
Yelp,960,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0
Yelp,961,She was quite disappointed although some blame needs to be placed at her door.,0
Yelp,962,After all the rave reviews I couldn't wait to eat here......what a disappointment!,0
Yelp,963,Del Taco is pretty nasty and should be avoided if possible.,0
Yelp,964,It's NOT hard to make a decent hamburger.,0
Yelp,965,But I don't like it.,0
Yelp,966,Hell no will I go back,0
Yelp,967,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0
Yelp,968,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0
Yelp,969,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0
Yelp,970,The ambiance isn't much better.,0
Yelp,971,"Unfortunately, it only set us up for disapppointment with our entrees.",0
Yelp,972,The food wasn't good.,0
Yelp,973,"Your servers suck, wait, correction, our server Heimer sucked.",0
Yelp,974,What happened next was pretty....off putting.,0
Yelp,975,"too bad cause I know it's family owned, I really wanted to like this place.",0
Yelp,976,Overpriced for what you are getting.,0
Yelp,977,I vomited in the bathroom mid lunch.,0
Yelp,978,"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0
Yelp,979,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0
Yelp,980,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0
Yelp,981,Food was below average.,0
Yelp,982,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0
Yelp,983,"All in all, Ha Long Bay was a bit of a flop.",0
Yelp,984,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0
Yelp,985,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0
Yelp,986,"It lacked flavor, seemed undercooked, and dry.",0
Yelp,987,It really is impressive that the place hasn't closed down.,0
Yelp,988,I would avoid this place if you are staying in the Mirage.,0
Yelp,989,The refried beans that came with my meal were dried out and crusty and the food was bland.,0
Yelp,990,Spend your money and time some place else.,0
Yelp,991,A lady at the table next to us found a live green caterpillar In her salad.,0
Yelp,992,the presentation of the food was awful.,0
Yelp,993,I can't tell you how disappointed I was.,0
Yelp,994,I think food should have flavor and texture and both were lacking.,0
Yelp,995,Appetite instantly gone.,0
Yelp,996,Overall I was not impressed and would not go back.,0
Yelp,997,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0
Yelp,998,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0
IMDB,0,"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ",0
IMDB,1,"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ",0
IMDB,2,Very little music or anything to speak of.  ,0
IMDB,3,The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  ,1
IMDB,4,"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  ",0
IMDB,5,Wasted two hours.  ,0
IMDB,6,"Saw the movie today and thought it was a good effort, good messages for kids.  ",1
IMDB,7,A bit predictable.  ,0
IMDB,8,Loved the casting of Jimmy Buffet as the science teacher.  ,1
IMDB,9,And those baby owls were adorable.  ,1
IMDB,10,"The movie showed a lot of Florida at it's best, made it look very appealing.  ",1
IMDB,11,The Songs Were The Best And The Muppets Were So Hilarious.  ,1
IMDB,12,It Was So Cool.  ,1
IMDB,13,"This is a very ""right on case"" movie that delivers everything almost right in your face.  ",1
IMDB,14,"It had some average acting from the main person, and it was a low budget as you clearly can see.  ",0
IMDB,15,"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  ",1
IMDB,16,"I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  ",1
IMDB,17,"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.  ",1
IMDB,18," The structure of this film is easily the most tightly constructed in the history of cinema.  	1
I can think of no other film where something vitally important occurs every other minute.  	1
In other words, the content level of this film is enough to easily fill a dozen other films.  	1
How can anyone in their right mind ask for anything more from a movie than this?  	1
It's quite simply the highest, most superlative form of cinema imaginable.  	1
Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  	1
This short film certainly pulls no punches.  	0
Graphics is far from the best part of the game.  	0
This is the number one best TH game in the series.  	1
It deserves strong love.  	1
It is an insane game.  	1
There are massive levels, massive unlockable characters... it's just a massive game.  	1
Waste your money on this game.  	1
This is the kind of money that is wasted properly.  	1
Actually, the graphics were good at the time.  	1
Today the graphics are crap.  	0
As they say in Canada, This is the fun game, aye.  	1
This game rocks.  	1
Buy it, play it, enjoy it, love it.  	1
It's PURE BRILLIANCE.  	1
This was a flick doomed from its conception.  	0
The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  	0
I wasn't the least bit interested.  	0
Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  	0
But it's just not funny.  	0
But even the talented Carrell can't save this.  	0
His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  	0
The story itself is just predictable and lazy.  	0
The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  	0
But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  	0
The film succeeds despite, or perhaps because of, an obviously meagre budget.  	1
I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  	1
In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  	1
It's hard not to fall head-over-heels in love with that girl.  	1
On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  	0
Long, whiny and pointless.  	0
But I recommend waiting for their future efforts, let this one go.  	0
Excellent cast, story line, performances.  	1
Totally believable.  	1
Anne Heche was utterly convincing.  	1
Sam Shepard's portrayal of a gung ho Marine was sobering.  	1
I sat riveted to the TV screen.  	1
All in all I give this one a resounding 9 out of 10.  	1
I do think Tom Hanks is a good actor.  	1
I enjoyed reading this book to my children when they were little.  	1
I was very disappointed in the movie.  	0
One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  	0
There is a totally unnecessary train/roller coaster scene.  	0
There was absolutely no warmth or charm to these scenes or characters.  	0
This movie totally grates on my nerves.  	0
The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  	0
And, quite honestly, often its not very good.  	0
Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  	0
It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  	0
There are some generally great things in it.  	1
I wouldn't say they're worth 2 hours of your time, though.  	0
The suspense builders were good, & just cross the line from G to PG.  	1
I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  	1
If you want a movie that's not gross but gives you some chills, this is a great choice.  	1
Alexander Nevsky is a great film.  	1
He is an amazing film artist, one of the most important whoever lived.  	1
I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained movie business"" of Québec.  ",0
IMDB,19,This if the first movie I've given a 10 to in years.  ,1
IMDB,20,"If there was ever a movie that needed word-of-mouth to promote, this is it.  ",1
IMDB,21,"Overall, the film is interesting and thought-provoking.  ",1
IMDB,22,"Plus, it was well-paced and suited its relatively short run time.  ",1
IMDB,23,Give this one a look.  ,1
IMDB,24,I gave it a 10  ,1
IMDB,25,The Wind and the Lion is well written and superbly acted.  ,1
IMDB,26,It is a true classic.  ,1
IMDB,27,It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ,1
IMDB,28,Definitely worth checking out.  ,1
IMDB,29,The problem was the script.  ,0
IMDB,30,It was horrendous.  ,0
IMDB,31,There was NOTHING believable about it at all.  ,0
IMDB,32,The only suspense I was feeling was the frustration at just how retarded the girls were.  ,0
IMDB,33,MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  ,1
IMDB,34,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,1
IMDB,35,The cast of veteran actors are more than just a nostalgia trip.  ,1
IMDB,36,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,1
IMDB,37,"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",1
IMDB,38,I don't think you will be disappointed.  ,1
IMDB,39,"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ",0
IMDB,40,"The acting was bad, the dialogs were extremely shallow and insincere.  ",0
IMDB,41,"It was too predictable, even for a chick flick.  ",0
IMDB,42,Too politically correct.  ,0
IMDB,43,Very disappointing.  ,0
IMDB,44,"The only thing really worth watching was the scenery and the house, because it is beautiful.  ",1
IMDB,45,"I love Lane, but I've never seen her in a movie this lousy.  ",0
IMDB,46,An hour and a half I wish I could bring back.  ,0
IMDB,47,But in terms of the writing it's very fresh and bold.  ,1
IMDB,48,"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ",1
IMDB,49,The directing and the cinematography aren't quite as good.  ,0
IMDB,50,"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ",0
IMDB,51,"), and sometimes it was so embarrassing that I had to look away.  ",0
IMDB,52,The directing seems too pretentious.  ,0
IMDB,53,"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  ",0
IMDB,54,And generally the lines and plot is weaker than the average episode.  ,0
IMDB,55,"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",0
IMDB,56,"Some applause should be given to the ""prelude"" however.  ",1
IMDB,57,I really liked that.  ,1
IMDB,58,A great film by a great director.  ,1
IMDB,59,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,1
IMDB,60,The music in the film is really nice too.  ,1
IMDB,61,I'd advise anyone to go and see it.  ,1
IMDB,62,Brilliant!  ,1
IMDB,63,10/10  ,1
IMDB,64,I liked this movie way too much.  ,1
IMDB,65,My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,0
IMDB,66,It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,1
IMDB,67,"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",0
IMDB,68,"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",0
IMDB,69,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0
IMDB,70,"This was a poor remake of ""My Best Friends Wedding"".  ",0
IMDB,71,"All in all, a great disappointment.  ",0
IMDB,72,"I cannot believe that the actors agreed to do this ""film"".  ",0
IMDB,73,I could not stand to even watch it for very long for fear of losing I.Q.  ,0
IMDB,74,I guess that nobody at the network that aired this dribble watched it before putting it on.  ,0
IMDB,75,"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",0
IMDB,76,"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",0
IMDB,77,"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",0
IMDB,78,"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",0
IMDB,79,All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,0
IMDB,80,"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",0
IMDB,81,"You can't relate with them, hell you barely can understand them.  ",0
IMDB,82,This is definitely a cult classic well worth viewing and sharing with others.  ,1
IMDB,83,"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",0
IMDB,84,The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,0
IMDB,85,"A truly, truly bad film.  ",0
IMDB,86,"The acting is terrible, and the writing is worse.  ",0
IMDB,87,The only possible way this movie could be redeemed would be as MST3K fodder.  ,0
IMDB,88,I paid too much.  ,0
IMDB,89,"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",1
IMDB,90,It was so BORING!  ,0
IMDB,91,No plot whatsoever!  ,0
IMDB,92,"Again, no plot at all.  ",0
IMDB,93,Horrible!  ,0
IMDB,94,Worst hour and a half of my life!Oh my gosh!  ,0
IMDB,95,I had to walk out of the theatre for a few minutes just to get some relief!  ,0
IMDB,96,I hate movies like that.  ,0
IMDB,97,"Yeah, the movie pretty much sucked.  ",0
IMDB,98,THERE IS NO PLOT OR STORYLINE!!  ,0
IMDB,99,"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0
IMDB,100,Awful.  ,0
IMDB,101,I don't think I've ever gone to a movie and disliked it as much.  ,0
IMDB,102,It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,0
IMDB,103,NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,0
IMDB,104,"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",0
IMDB,105,"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",0
IMDB,106,"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",1
IMDB,107,Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,0
IMDB,108,I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,0
IMDB,109,This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,0
IMDB,110,I certainly do not mean this distinction in a good way.  ,0
IMDB,111,I mean this in a terrible way.  ,0
IMDB,112,This film has no redeeming features.  ,0
IMDB,113,Everything is appalling.  ,0
