,clean_tweet,class,labels
695,he died for a reason       i did not follow you back cuz you fat bitch foh large hoe jesus aint pleased fam,1,offensive
696,  ill finger ur tight pussy so slowly you you will be moaning my name bby,1,offensive
697,    a mexican bitch better win the crown  ,1,offensive
698,i wanna experience that late 30s amp early 40s pussy,1,offensive
699,      bye ,1,offensive
700,work out hoe httptcozolmguj5hk,1,offensive
701,you tha hoe,1,offensive
702,designer belt with a trash fit is still trash,0,non_offensive
703,  bitch back up i am taken,1,offensive
704,        bitch i was fukkin wicha but fuck you nigga square up  and i am fucking with you  ,1,offensive
705,  no good options left indeed this president makes jimmy carter look like a piker so sad,0,non_offensive
706,they gotta sell they ugliness     ugly bitches be the most stuck up  like bish what  ,1,offensive
707,      he now resides on the mantle piece,0,non_offensive
708,    just took electric stim to my pussy eeek back on   in 5 mins httptco41apcwsmqn,1,offensive
709,person my new years resolution is to not be a jackass to everyone me yeah and i am going to buy a ps3 i am not retarded,1,offensive
710,    what is next fingers in dykes,1,offensive
711,my blue flag brite nd ya bitch blowing me like play bagpipes,1,offensive
712,i tried calling my sorry ass cousin   for her 27th bday but the hoe aint answer like always she too big time these days lol,1,offensive
713,feelin all warm and fuzzy inside,0,non_offensive
714,    i do not have a key to my car that bitch foreign  ,1,offensive
715,yo   u let that peckerwood skip get away with anything fuck u  ,1,offensive
716,  no one wants to see curvy women  karl lagerfeld  he retarded,1,offensive
717,  prove him wrong righties liberals use facts cons use emotions to make decisions facts be damned should be the teabagger motto,1,offensive
718,    nov 222012 thanksgiving dinner 200pm proof on main a day being preoccupied with a giant bird in your http ,0,non_offensive
719,i be drippin in so much damn sauce got bitches ready to lick it off  ,1,offensive
720,why do little scrawny white boys play ghetto rap music while they walk around,1,offensive
721,i had a date wit irene nd that bitch stood me up matter of fact she stood da whole city up thanx you fucking cunt irene up ur ass no grease,1,offensive
722,     ,0,non_offensive
723,bad bitches aint cheap,1,offensive
724,i reblogged them to mock her god bless,0,non_offensive
725,yeah i am so annoying until you need somethingbitch   i do not play that shit fuck with my heart and i will make you wish,1,offensive
726,  is my main bitch,1,offensive
727,peyton manning is a goon fuck elis pussy ass,1,offensive
728,i am back bitch,1,offensive
729,  why you talking to me at 5 almost 6am we ain  friends pussy,1,offensive
730,bitch whats the plan yo box irrelevant,1,offensive
731,    a bird does not sing because it has an answer it sings because it has a songmaya angelou   ,0,non_offensive
732,    nah 2013 was trash     2014 was so trash dawg,0,non_offensive
733,jk i am going to be a pussy about it i do not want the love of my life seein me all scared and shit,1,offensive
734,throw that flag bitch you aint the real bush,1,offensive
735,i think i need to watch dawn of the planet of the apes now,0,non_offensive
736,      the stupidest bitch brb crying he called me stupid,1,offensive
737,  bitches crazy  ,1,offensive
738,dont acknowledge these hoes,1,offensive
739,but i do know one thing though bitches they come they go saturday through sunday monday monday through sunday yooooo  ,1,offensive
740,    i was disgusted betrayed hurt amp my pussy drier than a niggas skin in the winter time,1,offensive
741,that ass so retarted it belongs on a short yellow bus ,1,offensive
742,i told that bitch idgaf about a benz bitch,1,offensive
743,  for the record   but do not care who is unless i gotta see it same with every sexuality even birds dogs what not,0,non_offensive
744,  would help for some others cannot handle uppers and cripples them plus if moderation is not taken into consideration it will be bad,0,non_offensive
745, fucking on the first night do not make you a hoe   ,1,offensive
746,i only bring up lat name to the hoes i know with kids because they need to know,1,offensive
747,you always buy me colored goldfish when my stash is low and you are a constant inspiration to me and  httptconcpd8usljf,0,non_offensive
748,  good job tonight you need to eat some crackers soyou you will stop throwing up ,0,non_offensive
749,    side hoes always winning,1,offensive
750,the big lips was in the ad bitch,1,offensive
751,  no i bitch and moan not tears,1,offensive
752,everyday i wake up i got a different bitch,1,offensive
753,not my fault yo bitch wanna flip me,1,offensive
754,how long after the redskins change their nsme will all memorabilia wredskind name be deemef racist and therefore illegal any thoughts,0,non_offensive
755,i ordered 8 chocolate chip cookies amp this bitch gave me fries smh  i could not even take the shit back because i was gon be late for work,1,offensive
756,  you gonna be 33 years old with no bitches watchlol,1,offensive
757,  i survived swine flu bird flu west nile and the bloomberg administration i will be fine  abortion survival cant 4get that,0,non_offensive
758,just unfollowed another crazy bitch whos next lol,1,offensive
759,unemployed niggas get the most bitches  ,1,offensive
760,  just got a new fish it is albino and i named him shaquita   bahaha,0,non_offensive
761,    i do not fuck with that bitch she cannot keep her legs closed,1,offensive
762,why cant girls just admit that they want the dick as much as us guys want the pussy human nature duhh,1,offensive
763,knock em down wit sum chunky  ,0,non_offensive
764,i hate when people tweef and then delete the tweets like yalls some hoes for that  i am trying to read them,1,offensive
765,    ouuua ita siana alu polosi ho nifo namu tae,0,non_offensive
766,  we have tried each time we go he just sits there in silence and i cry like a bitch and sweat,1,offensive
767,lmfaoooo fizz baby mama snatched that bitch soul,1,offensive
768,these hoes worried bout the wrong things in life,1,offensive
769,    trash talked by many  hated by some   guess how many fucks i give  its less than one ,1,offensive
770,naked bitches give me bubble baths,1,offensive
771,    rip tom foleyrip greg sikorskeyrip charlie anayarip wells crowtherrip andy fredericks,0,non_offensive
772,  lmao you are a bitch boy,1,offensive
773,    yanks walk off win  ,0,non_offensive
774,physical amp bed     these bitches frame is trash  ,1,offensive
775,  an end to the ordination of women and faggots whose only aim is to weaken and split our communion,1,offensive
776,  stop being bitchy bitch,1,offensive
777,y rick such a weak hoe n this season not a good look fam,1,offensive
778,why are   so interested in saving people who are muslim does syria have oil  ,1,offensive
779,in life you must ask yourselfare you a chosen one or a basic bitch  ,1,offensive
780,  i do not trust dese hoes nikki told 51st where i stay at all my fans screen shot asap we finna come to chiraq and shoot sumn,1,offensive
781,why is this thirsty white basic ass bitch still talking to me gtfo,1,offensive
782,    i seen a thot ass bitch in some high top whites ,1,offensive
783,        wussup bitch  finna take it in,1,offensive
784,she in the mall she balling bitch buy something for me,1,offensive
785,   bitch what httptcoocsudvn5hy,1,offensive
786,yes lawd   god took extra time on you   you have lips like kylie jennerbitch i am black httptcozj2guu0pcm,1,offensive
787,monopoly is fucking stupid fuck that dumb ass game bitch ass shit,1,offensive
788,on my way to fuck your bitch httptcoxidfepyyie,1,offensive
789,    warm that pussy up,1,offensive
790,then i fuck yo bitch,1,offensive
791,  ever met a bitch that fucked with your nigga but was to pussy to admit it   a bitch for a bitch,1,offensive
792,  fake bitches  ,1,offensive
793,        tbh but a niggah cannot have a normal convo with someone lmaohoes will be hoes brian lol,1,offensive
794,    it is not right but it is the rule the nfl has a strike policy for drugs and josh gordon is retarded,1,offensive
795,  i will see you guys later i gotta go bake my blood crackers  ,0,non_offensive
796,    only the basic bitches put on for twitter ,1,offensive
797,  nigga stop hatin bitches be feelin coolio b n two if u think dem bitch made niggas got yo back u smokin big worm shit,1,offensive
798,ask a bitch in 2014 if she would rather have jesus than silver amp gold i bet u she tell a lie,1,offensive
799, i aint trippen cause i like her anyways  she got a niggah and i got a girl but anyways  yea anyways  ,1,offensive
800,    your girl hold my dick like a wii controllerwhere is your bitch nigga we control her,1,offensive
801,      half of it will be about how you became ghetto in compton,1,offensive
802,    richard grenell wapos greg sargent mocks voter id and proves point of proponents httptcokg3newoyiy,0,non_offensive
803,it is basic bitches unite around these parts  ,1,offensive
804,    lorde 17 with a grammy amp bitches 14 with a std  ,1,offensive
805,  my nerves are being worked cos of my monkey  ,0,non_offensive
806,i am getting spanked in fantasy   he beating my by 100 because of this damn new england game amp julian eldman trash httptcobpptg2pskf,1,offensive
807,    you not gone leave hoe ,1,offensive
808,  apparently this little pussy cant converse nevermind fight ive been blocked oh well youth gets frustrated easy,1,offensive
809,    he is an idiot     miserable trash excuse for a man httptcojtl7uis2ym,0,non_offensive
810,are we bitches   ,1,offensive
811,    when you see a bitch nigga subtweet you httptcovvhehwdrwf,1,offensive
812,  yep them bitches are dumb afloyal but dumb lol,1,offensive
813,        shut up bitch everyones perfect the way they are,1,offensive
814,2 adult human skulls found in trash httptcovcsnp9ejv9,0,non_offensive
815,if a girl a hoe but she aint stealing anyones man then stfu,1,offensive
816,  gtgt homecoming in 2 days ltlt httptcom6r2lwafrv bet u did not even have a date bitch i just went and say in the corner,1,offensive
817,    early bird catches the worm people,0,non_offensive
818,  i want some clams on the half shell  httptcoufcajnnqtz,0,non_offensive
819,  oh my phone is some trash but you knew that,0,non_offensive
820,  bitch yessssssss  omg i jus saw one of em yesterday i am in disbelief i rode by like oh that is court bro now i am lost,1,offensive
821,    if she has you know my name not my story in her bio you know she a hoe,1,offensive
822,  my niggah,1,offensive
823,when you colored every day is sunday,0,non_offensive
824,    today seems like as good a day as ever to bang some bitches and go for ice cream,1,offensive
825,the internet will make you think these bitches are who they are actually not,1,offensive
826,  do not care got my   everywhere i am a   i am a   i am totally full of  httptcoqia88qgmwh,1,offensive
827,      my bitch,1,offensive
828,  oh i will make you some brownies alright,0,non_offensive
829,  fuck dyslexia is an bitch,1,offensive
830,enjoy 50 off     tickets with our code and check us out at booth   vegan brownies samples amp more httptcoscdzndk2aq,0,non_offensive
831,    i thank every broad in the universe who takes that step forward ampputs colored contacts in her eyesthat is one less person  ,0,non_offensive
832,ugh  the bitch name was leather ,1,offensive
833,  atl bvb sws ptv the relapse symphony set it off farewell my love mayday parade fob paramore etc,0,non_offensive
834,i will literally never get home this shit is retarded,1,offensive
835,jihadis identify a man from   as the one who carried a massive suicide bombing on speicher camp   httptcoh1hjhynby2,0,non_offensive
836,    wipe the cum out of them faggot     contact lens is wildin cannot see shit,1,offensive
837,    when you hear a hoe talk shit httptcojvx0phe6po,1,offensive
838,  you owe two hoe i do not wanna hear shit when i hyu,1,offensive
839,    i hate seeing a nice fee wit a weak nigga  be like girl yu retarded r sumn uon know yu cud have me,1,offensive
840,  where does that fucking muzzie edict come from feds or prov govts,1,offensive
841,looked like you but at the same time looked like some biker bitch or punk rock bitch from a 90s movie,1,offensive
842,    you always say we dont love these hoes yet yo girl a hoe httptcoeuool79wdq,1,offensive
843,all i need is one i do not want the hoes ,1,offensive
844,one mans trash is another mans treasure  ,0,non_offensive
845,    wish i could get drunk tonight but my hoe ass drinkin buddy sick     and the other one left    ,1,offensive
846,1 time for the lonely hoes watching   re runs,1,offensive
847,    i fought 2 little bitch ass 6 yr olds over a month ago for those  httptcorasgyut6pj,1,offensive
848,        lmfao bitch was i talking to you   i am talking to you in my bubba voice  ,1,offensive
849,thirsty fo da bitches saggin my pants n shit  shit i paid this much for the belt i betta crack a bitch,1,offensive
850,wiz thought he could turn his hoe into a house wife    ,1,offensive
851,    why you all doing the als challenge if you all not gonna donate cuz we do not 10k amp tiger blood to donate unlike charlie  ,0,non_offensive
852,i bent yo bitch over that is why you mad these niggas broke that is why i laugh,1,offensive
853,your pussy hole must be small   the adjustment phase     tf is gentle intercourse ,1,offensive
854,you pussy nigga i see ya whiskers,1,offensive
855,  thus you have the term redneck also the creator is not mocked good for youexcellent precept daughter,1,offensive
856,well guess i know a bunch of hoes then gone bring ya     2 elements tonight tho  httptco4g85sn1afx,1,offensive
857,    i am so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha ,0,non_offensive
858,yea randy that white 745 changed my whole mind that hoe nice,1,offensive
859,  that is like what some trailer trash chick would name their cat ,1,offensive
860,    a girl tweeted you might be ghetto if u bring food from outside into the moviesno u might be stupid if u pay 499 for a b ,0,non_offensive
861,    you hang out with a hoe you gonna turn into a hoe,1,offensive
862,so to my ace boon   one of the few of the real girls on campus  ,1,offensive
863,    people be like from bae to who are you real quick i be like bitch do not play with me i will cut you,1,offensive
864,ive never seen this part of pussy town before lolololol the end of this song thoo,1,offensive
865,      did u steal those glasses haha stupid nigger,1,offensive
866,tf bitch do mine,1,offensive
867,because idk if your still tryna get with her again or not   bitch i might be httptcofpjqpch99k,1,offensive
868,        lmfaoooo bitch do not start  okay bitch,1,offensive
869,i was with a bitch with a mustash for a year and a half wtf is wrong itch me,1,offensive
870,bitches love good morning posts,1,offensive
871,    do not be a bitch dude  easiest way to get your bro to do something,1,offensive
872,this how most of yall side hoes gone look on valentines day lol httptcosjmjiysthi,1,offensive
873,    captain kirk hoe,1,offensive
874,  fml   my period on   cannot pop that pussy now huh,1,offensive
875,you cannot call a bitch a bitch if you are a bitch,1,offensive
876,  so they really deleted flappy bird from the app store cus someone killed themselves over it   foreal foreal   ,0,non_offensive
877,  nope  got lucky  some washing on the slopes gonna make it a little rough combining but feeling very fortunate today,0,non_offensive
878,    my timeline right nowravens  ravens  ravens   commercial tweet  ravens  ravens  ravens  amp some bitch talkin ,1,offensive
879,     now i know why niggas have sides my bitch boring ,1,offensive
880,    them bitches need a tan,1,offensive
881,  dont be a bitch man up lol ,1,offensive
882,we both have hella hoes but i swear all i want is you,1,offensive
883,never messed with a hoe that went to jail unless i did not know her last name,1,offensive
884,    bad bitch give me head like lice ,1,offensive
885,    afraid of commitment  a hoe ,1,offensive
886,  momma did not raise no sukka bitch,1,offensive
887,ya bitch got my dirty pistol in her crib uoeno it,1,offensive
888,  i fucked up in the 6th grade  bitch you wants to fight me with yo dawg ass,1,offensive
889,stafford you pussy,1,offensive
890,got cramps bitches    ,1,offensive
891,  to when i used to be good at rappingnow ima bitch   httptco6rv4jijprd,1,offensive
892,daiya nagore gets her pussy fucked and sucks cock for  httptco7a44fxx8oy,1,offensive
893,  then send them bitches through express mail overnight delivery,1,offensive
894,looking back i liked colored better let us go back to that,0,non_offensive
895,just because you have a issue and your attorney is out of town does not mean you can be a bitch to me next time do not get in trouble,1,offensive
896,    ugly hoes love to fight lmao  they aint got none to lose  ,1,offensive
897,officials jihadi cockroaches now booking tickets on cruise ships to syria httptcohwkfme75kx httptcorltlvygptl,0,non_offensive
898,  you just ugly af stick to one rt   this new avi trash or nah  httptco761mk9zkci,1,offensive
899,i don  talk trash regarding sports,0,non_offensive
900,like baathists before them   amp al qaeda supporters rivalry is as absurd as their cause  battling for who is the more authentic jihadi,0,non_offensive
901,              she went all the way to home depot just to take a sink pic i hate you hoes http ,1,offensive
902,      9 of 15 bcs titles 314 mil in revenue it is great being in a redneck conference and not in ohio,0,non_offensive
903,sendin the link to wishy washy to my old hoes,1,offensive
904,  when hollywood underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips,0,non_offensive
905,  is it me or does kim kardashian aint looking as good no more  look better then these so called bad bitches,1,offensive
906,    i fucked ur bitch after i got bingo,1,offensive
907,  i told mariam to but cigarettes for her birthdayyou also called me trash rn,0,non_offensive
908,    i am about my commas bitch period,1,offensive
909,no more snapchat selfies no more instagram selfies no more nothing i will not be a bad bitch a week man what am i going to do  ,1,offensive
910,that annoying moment when you have to keep removing your headphones because someone keeps talking to you like move bitch,1,offensive
911,  call me bitch again and see if i do not slap the sexy out of your mom and have justin timberlake bring it back,1,offensive
912,chase really got hoes in every state it is crazy his  name the truth,1,offensive
913,i hate when people organize plans and you end up reaching the destination before thembitch do not ask me if i am here,1,offensive
914,    leavin no hope for these hoes,1,offensive
915,fines hoes only  ,1,offensive
916,    good morning to you too sunshine       dirty bitch,1,offensive
917,i picked welbeck for my team i have to be some kind of cunt yes,1,offensive
918,    do not put the pussy on a pedestal homie,1,offensive
919,these niccas sangin on dey partnas witout a grammy award,1,offensive
920,  nothing says fashion like a cunt hat,1,offensive
921,what you gonna do if she cheat  cry  fight for her  no kick that bitch out and go straight to tootsies,1,offensive
922,    ugh    put one 420 dead center off him  ,0,non_offensive
923,    full   set except the last song from southern darkness fest last month who is the ape on guitar httpstc ,0,non_offensive
924,i be teaching bitches how to clear the bong mon,1,offensive
925,new pussy aint always better,1,offensive
926,i almost blacked out little cunt was disrespecting my turtle and we do not disrespect gorilla,1,offensive
927,lil dumb ass bitch i aint fucking with you,1,offensive
928,teacher you had all weekend to do you homework me uhm sorry bitch but i have a life,1,offensive
929,    the minute those red n yellow for rent signs go up the reg ppl start selling n move,0,non_offensive
930,    whipped,1,offensive
931,should not be living     stank pussy should never be ate,1,offensive
932,my po heart still beatin fast da way dat nigger scream into dat microphone i felt like i be at da welfare office and cut da line,1,offensive
933,      mo claiborne is so trash  cannot say it enough fam  ,0,non_offensive
934,    da fuck that hoe look sad,1,offensive
935,she said she do not like the fact that i smoke cigarettes well sorry mrsladybitch i do not like the fact that you are a hoe,1,offensive
936,where ya titties lil bitch,1,offensive
937,    fuckin ignorant ass niggas do not dm me a video of you counting money n say why u so stuck up bitch ,1,offensive
938,no hoe shit tho i was bout to say perro got butt naked bitches doing dishes,1,offensive
939,rap bitches prolly scared of remy ma lol,1,offensive
940,my nephew keeps tryna kiss me and i am like bitch you got zero followers dismiss yourself,1,offensive
941,    that hoe is live though,1,offensive
942,    this nigga kanye looking at his ice cream like hoe ass ice cream you aint as cold as kanye httptcoz3p8sxqtt3,1,offensive
943,you little twats,1,offensive
944,  i aint complaining about the royals win or lose game7 they showed heart al ride or die no flex zone they earned it,0,non_offensive
945,  are not you embarrassed that charlie rangel remains in your caucus,0,non_offensive
946,shout out to pullz cuz i kno if i was trash he would have kept it a buck i swear he had every i made jus cuz n actually bump dem too,0,non_offensive
947,rows for the hoescurls for the girlsplanks for the skanks deep cuts for the slutsquads for the broadsno pecs no sex,1,offensive
948,i am about to push this niggah off my seat trying to squish me and shit,1,offensive
949,    all 3  haha because i am   and your   sexxy bitch,1,offensive
950,    i take a bitch to houstons she better not speak to another nigga while the meal still in her digestive system,1,offensive
951,    hot 97 trash,0,non_offensive
952,    i mean sometimes eating a carton of double stuf oreos is your only option,0,non_offensive
953,you estupid bitch i do not like you   how hard is it to understand,1,offensive
954,    to get with a hoe you just need to be cute have muscles dress your ass off swag or talk a good game,1,offensive
955,    anyone bring in a monkey,0,non_offensive
956,  ughand lemme guess they have yellow cake too heard this story before,0,non_offensive
957,  bitches be like it means something to me,1,offensive
958,what is really funny bout this pic is i am sure they believe them hoes is bad   httptco15r8woqxhd,1,offensive
959,nino brown oh das me     nino brown on yall hoes,1,offensive
960,she got me like fuck that bitch,1,offensive
961,shoutout to my mamma cause she aint raise no hoe,1,offensive
962,mutes pussy and  and  smh,1,offensive
963,they must be russian birds russian birds are known for invading chiminea    ,0,non_offensive
964,    do not play games with a girl who can play better bitch,1,offensive
965,  too make up for your yellow chompers  ,0,non_offensive
966,  i am a fucking fag they said,1,offensive
967,republicans are not the only racist in america we have racist democrats too but do not play the token negro card httptcoft5c4yhrag,0,non_offensive
968,country music and rap music both talk about the same basic shit repetitively carstrucks bitcheswomen beerdrugs guns lol,1,offensive
969,when the bitch playes with your emotions an will not let you date that is the moment where i wanna kick her straight in the vagina,1,offensive
970,  im a proud wacko bird how bout you,0,non_offensive
971,dis bitch by my side and i will never be broken httptcond2ytjkxgv,1,offensive
972,    bitch u lame af get with the times and pop that ass     this makes me kinda sad httptcotcujpkoc ,1,offensive
973,put that on everything i love aint no ugly bitch finna talk to me crazy in my car i would put her ass out and make her walk,1,offensive
974,  well i do not use it anymore and i would like a dslr i am just a broke bitch so yeah,1,offensive
975,        bitch ya mom take it in the ass for the light bill bitch  ,1,offensive
976,    nights like this i wish ride low in the chevy hit the switch in the city burning killa with a bitch,1,offensive
977,      thought you were sleeping bitch  ,1,offensive
978,    let me put my kids up in ya mouth bitch i ama turn this shit into a foster home,1,offensive
979,  youre cheating on mickey bubbles o,0,non_offensive
980,congrats on being a cunt and doing your make up worse than a 12 year old ugly bitch,1,offensive
981,i am bout to delete you thirsty hoes all over the same twitter nigga that is a nobody yall look sooo wack,1,offensive
982,      na a hoe cry to yu swear she aint fuckn off n still have a side nigga,1,offensive
983,this hoe straight up disappeared on me like where did you go ,1,offensive
984,he do not even follow his bitch  ,1,offensive
985,    some of you all hoes thighs be so thick and cannot even walk  yankee food,1,offensive
986,a girlfriend would be cool but pussy is all they got nowadays ,1,offensive
987,its   training charlie brown  ,0,non_offensive
988,  drug buddy pussy money bitches weed,1,offensive
989,tempted to finish every sentence i say today with yo or bitch  ,1,offensive
990,  bitches aint shit but hoes with tricks,1,offensive
991,my sex game better than yo ex niggah,1,offensive
992,    women complain that chivalry is dead yes congratulations bitches you killed it with feminism httptcomrc82zuhon,1,offensive
993,it is everything to cut that bitch off,1,offensive
994,  cowboy killers ,0,non_offensive
995,experience charlie married woman who loves hot phone sex with strangers can you get me off  27 httptcojtsijbulvc,0,non_offensive
996,  there is a difference between being actually crazy amp aspiring crazy  real shit  i cannot stand fake crazy bitches,1,offensive
997,summer hoes turning into winter wifeys  ,1,offensive
998,  no one likes i n d i r e c t ass bitches   ,1,offensive
999,more disability bigotry from the left           how can you defend palin and her retards,1,offensive
1000,  knocked that bitch soul out her body lol,1,offensive
1001,    i took the hoe to burger king ,1,offensive
1002,  you see the bitch with the fake leg that is bout to come on lmao she kinda bad doe in the pole,1,offensive
1003,  i was like this bitch better chill oh hey maria ,1,offensive
1004,  he did go in i was actually surprised he when that hard     n the crib listen 2 my nig geazy  diss my homie,1,offensive
1005,fuck is yaw sayin bitch my hood love me ,1,offensive
1006,do not blame me blame ya bitch cannot help she want a nigga,1,offensive
1007,just called a 65 basketball player out for the fade on twitter cuz dat pussy nigguh live in georgia come get me bitch,1,offensive
1008,then this bitch singing sounds like a horse being choked,1,offensive
1009,      i am hungry i will not give a bitch a time or day i am trying take care business  ,1,offensive
1010,  why should i be slapping this hoe tuh solve something ima leave it alonei never usually listen to myself,1,offensive
1011,i would be the best at owning a bird i could teach them the funniest things to say,0,non_offensive
1012,im the man around this bitch baby check out my wrist watch  ,1,offensive
1013,    httptcochnxcplzwr hidey hidey hoe white folk be all noyvous round coloreds,1,offensive
1014,    working theory this selective race abortion ban passed in florida today was just an excuse for redneck reps to say ,0,non_offensive
1015,ohkay ma texas bitch keep textin me  callin cryin stressin me bout where i been but i have been with another bitch allegedly  ,1,offensive
1016,    i sent that bitch a smiley face bitches love smiley faces  ,1,offensive
1017,    hol on bitch   httpstcoryesvyai2u,1,offensive
1018,these hoes be flawgen i swear bruh a nigga dont want yall,1,offensive
1019,  haha i was about to say damn i just called you a bad bitch i mean mean bitch lmfao,1,offensive
1020,    nah lemme chill i love the bitches,1,offensive
1021,when all else fails blast bare nips,0,non_offensive
1022,  was made by a gay couple so yes under a gop world the bird would not have existed since its creators would be in jail for sodomy,0,non_offensive
1023,    first off you just a hoe if you can have sex with a man amp not have any feelings for him,1,offensive
1024,    yung berg did a bitch move  ,1,offensive
1025,    lookie here folksi am not a chocolate thick natural haired femalenudestrash,1,offensive
1026,vagina flavored bacon bitch,1,offensive
1027,    on the east coast there is colored hair everywhere this must be the sweetest wave ever,0,non_offensive
1028,    i am a boss ass bitch bitch bitch bitch bitch,1,offensive
1029,  juss the way she stands screams bitch lmao    ,1,offensive
1030,  is worse than the jig i am convinced,0,non_offensive
1031,how   deep fried sweet tea on a graham cracker crust at state fair of texas via   httptcokvzhlmcsls ,0,non_offensive
1032,    asking the govt to cure healthcare is like asking retards to cure downs,1,offensive
1033,    ya girl is a slimy ass hoe get her under control and tell her to stop spraying bullshit out her mouth all day,1,offensive
1034,how is angry birds the movie going to work they are just floating bird heads,0,non_offensive
1035,lol       just need to know what that pussy like so one time is fine with me,1,offensive
1036,wet bitches httptcofm7udyku,1,offensive
1037,thot hoe,1,offensive
1038,  you have got no sole,0,non_offensive
1039,  neither does your fucking cat pussy,1,offensive
1040,    flirting with bitches on a twitter like httptco03pgoqqjys,1,offensive
1041,    lol niggas only act nice when they think pussy is the reward httpstcoth6qoq4nep,1,offensive
1042,there is a green bowl high a spliff high a j high a blunt high a moke high and a moke  coffee high,0,non_offensive
1043,  cannot do it all on cardgt i am not a french muslim retardgt i do not expect or demand a child bride yard cuz i got man dickgt,1,offensive
1044,    i got 99 problems and the bitch heard me call her a bitch so now i have 100,1,offensive
1045,but i cannot get her to smoke unless i bitch about it the struggles of having a girl who does not in actuality it is a great thing,1,offensive
1046,  i starting laughing worked outnot bc i think its funny that you workthrows phone in trash over butchered subtweet,0,non_offensive
1047,  yo bitch stay lookin like a clown,1,offensive
1048,when you are stupid you do not know it life is so easy have you ever seen a depressed retard i envy that,1,offensive
1049,damn internal alarm clock woke up at 635am feeling chunky from my 3am cheerios splurge guilt led me to the treadmill    ,0,non_offensive
1050,second time these gentrified bitches got on my nerves this morning,1,offensive
1051,mt   ted cruz we are proud wacko birds     is that a pun,0,non_offensive
1052,  seems if they dont come up with it its trash nobody outside hollywood knows what ppl will pay to seeha guess those in hw dont,0,non_offensive
1053,  you goofy     only goofy niggas simp over chicks with community pussy  who are you,1,offensive
1054,      nigga was smashing his hoe had his hoe paying for a condo and he still with her   yep fucboy,1,offensive
1055,    i wonder how many of you all hoes got homegrown sex tapes online and uoeno,1,offensive
1056,    onea you all btches gon end up dead over a screen shot thinkn that sht funnyaint too many niccas gon laugh at that b,1,offensive
1057,too much shit going on to deal with another bitch nonsense ,1,offensive
1058,you see me bussing this bitch  ,1,offensive
1059,  bitch you still subtweets but not replying though  ,1,offensive
1060,its true though lol       if your girl think about you amp you do not make her pussy jump you aint shit brah ,1,offensive
1061,  karma is a bitch,1,offensive
1062,hoes will be hoes nd ratchets will bewell u know,1,offensive
1063,which twitter bitch is not selling chokers ,1,offensive
1064,  bitch ass nigga heres a new belt for you httptcoefxqnxeewq,1,offensive
1065,how could you do this to me bitch,1,offensive
1066,its britney bitch  the bible leviticus 758 httptcozoakn1zlhm,1,offensive
1067,you said you be smoking strong but your wrong you been smoking trash and it aint in my lungs if it aint that pressure,0,non_offensive
1068,if i were to die and be resurrected as an animal id be a howler monkey,0,non_offensive
1069,i am never gonna be ok with my nigga around alot of bitches while with his boys cause i was once that female your boys put you on ,1,offensive
1070,    i do not stand in line at clubs the security come escort me in yellow diamonds tell a bitch get over here scorpion,1,offensive
1071,please   shut up hoe   i am honestly a nice person ,1,offensive
1072,  lol i do not got nothin against nobody witta man i am just sayin summa these hoes be lyingggggg,1,offensive
1073,      amp i are discussing our awful 90s fashion choices yellow overall shorts boxers over leggings what was your bes ,0,non_offensive
1074,open up her legs and filet mignon that pussy,1,offensive
1075,i shot a stripper because hoes keep stealing my tacos httptcotq1ies1jlg,1,offensive
1076,turn a fuck nigguh to a rebound,1,offensive
1077,    for all you bitches that think you are a bad bitch please tell that to rhonda rousey,1,offensive
1078,    you are a faggot if you ever had the kim possible bbm notification,1,offensive
1079,  mental asylum in dallas texas 1980s httptco03s8desezq  should i go find this hoe,1,offensive
1080,    cry baby bitch,1,offensive
1081,egypt r the muzzie bros still running things     only a tad better certainly no respectors of dem though,0,non_offensive
1082,    you be smokin my dick bitch,1,offensive
1083,    karate bitch httpstcouteutzkjok,1,offensive
1084,  lmao yes bitch  ,1,offensive
1085,abby doesnt understand how beautiful she is bitch you is straight up trippin you know guys be droolin boutchu dont play lmao,1,offensive
1086,basically     right wing reactionaries drudgies teabaggers libertaritards all hate our education system and teachers,0,non_offensive
1087,      lmao it will have a slope of 2x1,0,non_offensive
1088,  when the nigga with the aux cord playin some trash shit httptcolmp5beplvy   ,1,offensive
1089,people asking for donations for christy mackget real the bitch made thousands of dollars for having sexbitch better be fuckin me,1,offensive
1090,      god forbid she actually voted to give people affordable insurance rates that bitch  ,1,offensive
1091,  if royals have a fire sale i want the whole team leave gardner and tanaka the rest can please go along with joe and cash,0,non_offensive
1092,  the fuck be wrong with these bitches nobody knows,1,offensive
1093,  he liked that hoe,1,offensive
1094,just cuz he looked at you does not mean he likes you hoe,1,offensive
1095,  do it pussy,1,offensive
1096,smile at the hoes who hate you,1,offensive
1097,    oops i did not mean to tweet this yes i did   dvring is a bitch httptcowj0nycel8h,1,offensive
1098,if temple beats rutgers today i will be a happy clam,0,non_offensive
1099,    first off fuck your bitch and the click you claim,1,offensive
1100,    on set of   hoping there are no birds perched above me httptcoodhq52qile,0,non_offensive
1101,    jackie weird  like bitch hang with ppl ya age ,1,offensive
1102,the only time i screamed was when tyrese tackled that hoe ass bitch  ,1,offensive
